i,j,k,conf,v_triple_k25,syn3_k25_mixed,syn3_k25_consistent
33,38,43,gross_actual_interchange_mw,0.6487666964530945,0.027781248092651367,0.007731258869171143
33,38,43,total_gen,0.6143910884857178,0.08024346828460693,0.04423069953918457
33,38,43,metered_load_mw,0.6384152173995972,0.07134580612182617,0.03398692607879639
33,38,43,total_losses,0.3562260866165161,0.06281447410583502,0.05953478813171392
33,38,43,congestion_price_da,0.2838625907897949,0.09860837459564212,0.07123035192489632
33,38,43,congestion_price_rt,0.1883747577667236,0.03482562303543091,0.016630470752716092
33,38,43,marginal_loss_price_da,0.6655591130256653,0.013928413391113281,0.01110166311264038
33,38,43,total_lmp_da,0.9805858731269836,0.01832634210586548,-4.667043685913086e-05
33,38,43,da_as_total_mw_primary_reserve,0.4720622897148132,0.01895320415496826,0.009247243404388372
33,38,43,da_as_total_mw_synchronized_reserve,0.5583686828613281,0.013470351696014404,0.003195047378540039
33,38,43,da_as_total_mw_thirty_minutes_reserve,0.4911348819732666,0.062112331390380915,0.04662507772445679
2,4,13,net_actual_interchange_mw,0.3283108472824096,0.0184057354927063,0.0009203553199768066
2,4,13,gross_actual_interchange_mw,0.2153312563896179,0.03882825374603269,0.018857300281524686
2,4,13,total_gen,0.6478908061981201,0.0948939323425293,0.07084918022155762
2,4,13,metered_load_mw,0.6327762007713318,0.11625492572784424,0.09509891271591187
2,4,13,total_losses,0.4336758255958557,0.04184848070144653,0.003444373607635498
2,4,13,congestion_price_da,0.1512620449066162,0.053908109664917006,0.034526884555816706
2,4,13,congestion_price_rt,0.1135775446891784,-0.0108014941215515,-0.010708868503570598
2,4,13,marginal_loss_price_da,0.2752000093460083,0.1063690185546875,0.0773311257362366
2,4,13,total_lmp_da,0.3440071940422058,0.06428360939025879,0.03697067499160772
2,4,13,da_as_total_mw_primary_reserve,0.3515204191207886,0.06361502408981329,0.04268652200698858
2,4,13,da_as_total_mw_synchronized_reserve,0.1960614323616027,0.04234087467193601,0.0398335456848144
2,4,13,da_as_total_mw_thirty_minutes_reserve,0.5657867193222046,0.1436470746994019,0.07765352725982672
0,11,31,net_actual_interchange_mw,0.3396927118301391,0.050634682178497314,0.019573271274566595
0,11,31,gross_actual_interchange_mw,0.1916282773017883,0.01322406530380249,0.009760558605194092
0,11,31,total_gen,0.8349692821502686,0.02735114097595215,0.0018001198768615723
0,11,31,metered_load_mw,0.8140599727630615,0.030537724494934082,0.0013226866722106934
0,11,31,total_losses,0.5965404510498047,0.038263916969299316,0.022619307041168213
0,11,31,congestion_price_da,0.1316626667976379,0.032729029655456515,0.015890896320343018
0,11,31,congestion_price_rt,0.0814743638038635,0.043749213218689,0.0263597965240479
0,11,31,marginal_loss_price_da,0.331092894077301,0.0599592924118042,0.01225060224533081
0,11,31,total_lmp_da,0.4325912594795227,0.10177159309387213,0.017828881740570124
0,11,31,da_as_total_mw_primary_reserve,0.465200662612915,0.007471799850463867,0.005635023117065374
0,11,31,da_as_total_mw_synchronized_reserve,0.5385043621063232,0.010980844497680664,-0.001245260238647461
0,11,31,da_as_total_mw_thirty_minutes_reserve,0.343106746673584,0.15194618701934817,0.1291285753250123
7,11,32,net_actual_interchange_mw,0.2046968936920166,0.01360821723937991,0.015555143356323298
7,11,32,gross_actual_interchange_mw,0.1751604676246643,0.028099000453949002,0.017949998378753718
7,11,32,total_gen,0.341450572013855,0.06441879272460938,0.03926485776901251
7,11,32,metered_load_mw,0.3196144700050354,0.06671029329299932,0.030780673027038574
7,11,32,total_losses,0.2571398615837097,0.13129746913909912,0.10209262371063232
7,11,32,congestion_price_da,0.0827646255493164,0.020458102226257407,0.017039656639099204
7,11,32,congestion_price_rt,0.0270894765853881,0.0198678970336914,0.0032463073730467987
7,11,32,marginal_loss_price_da,0.0580652952194213,0.030331671237945505,0.016198456287384005
7,11,32,total_lmp_da,0.1168493628501892,0.029360830783843994,0.004601061344146798
7,11,32,da_as_total_mw_primary_reserve,0.4535409808158874,-0.005727112293243408,0.001487672328948919
7,11,32,da_as_total_mw_synchronized_reserve,0.5483449697494507,0.017531275749206543,0.008394300937652588
7,11,32,da_as_total_mw_thirty_minutes_reserve,0.2154449820518493,0.02300500869750971,0.024292886257171603
3,29,33,net_actual_interchange_mw,0.2737694978713989,0.010450601577758845,0.011844873428344727
3,29,33,gross_actual_interchange_mw,0.0601082444190979,0.032128095626831096,0.004988431930541999
3,29,33,total_gen,0.4536398649215698,0.08149713277816772,0.0458298921585083
3,29,33,metered_load_mw,0.4600363373756408,0.0820093154907226,0.047725796699523926
3,29,33,total_losses,0.1346356868743896,0.056093871593475286,0.007873356342315702
3,29,33,congestion_price_da,0.1419782042503357,0.027866423130035498,0.017987072467803997
3,29,33,congestion_price_rt,0.1593344807624817,0.04234755039215089,0.009514272212982178
3,29,33,marginal_loss_price_da,0.3858264684677124,0.052956223487854004,0.030195415019989014
3,29,33,total_lmp_da,0.6769940853118896,0.04210817813873291,0.013629913330078125
3,29,33,da_as_total_mw_primary_reserve,0.5673898458480835,0.026988625526428223,0.01853001117706299
3,29,33,da_as_total_mw_synchronized_reserve,0.6093811988830566,0.02065277099609375,-0.0007352232933044434
3,29,33,da_as_total_mw_thirty_minutes_reserve,0.5460401773452759,0.1423312425613404,0.11763656139373779
0,2,33,net_actual_interchange_mw,0.3290051221847534,0.025901377201080322,-0.006918966770172064
0,2,33,gross_actual_interchange_mw,0.1580786108970642,0.028164386749267606,0.004799425601959312
0,2,33,total_gen,0.8496958017349243,0.03667581081390381,0.022556066513061523
0,2,33,metered_load_mw,0.8349839448928833,0.030985355377197266,0.013969480991363525
0,2,33,total_losses,0.5354088544845581,0.05353432893753052,0.011098623275756836
0,2,33,congestion_price_da,0.1593338847160339,0.04763317108154301,0.0191153883934021
0,2,33,congestion_price_rt,0.1033087968826294,0.045827686786651695,0.0384257435798646
0,2,33,marginal_loss_price_da,0.3731104135513305,0.07648736238479609,0.019797980785369818
0,2,33,total_lmp_da,0.5125311613082886,0.09532898664474487,0.026246547698974665
0,2,33,da_as_total_mw_primary_reserve,0.5358064770698547,0.02483057975769043,0.02372652292251587
0,2,33,da_as_total_mw_synchronized_reserve,0.5962607264518738,0.02021878957748413,0.002371490001678467
0,2,33,da_as_total_mw_thirty_minutes_reserve,0.3763006925582886,0.15048205852508548,0.1048309206962586
13,19,29,net_actual_interchange_mw,0.2662476897239685,0.08509707450866699,0.02200788259506231
13,19,29,gross_actual_interchange_mw,0.1736075282096862,0.008794963359832708,0.006868302822113009
13,19,29,total_gen,0.9742131233215332,0.008803069591522217,-0.0011016130447387695
13,19,29,metered_load_mw,0.9863109588623048,0.012520253658294789,-0.0017102956771848365
13,19,29,total_losses,0.4998984336853027,0.05073964595794678,0.02008384466171259
13,19,29,congestion_price_da,0.1763235926628112,0.0111932754516601,0.011002600193023598
13,19,29,congestion_price_rt,0.1585791110992431,0.010353684425354004,0.0063591003417968195
13,19,29,marginal_loss_price_da,0.4780088663101196,0.03302663564682007,0.009251713752746582
13,19,29,total_lmp_da,0.7789112329483032,0.03612208366394043,0.011279404163360596
13,19,29,da_as_total_mw_primary_reserve,0.2842534184455871,0.1020161509513855,0.0946128964424133
13,19,29,da_as_total_mw_synchronized_reserve,0.1987824440002441,0.08402395248413091,0.06825411319732672
13,19,29,da_as_total_mw_thirty_minutes_reserve,0.5591115951538086,0.1210145354270935,0.1042904257774353
3,33,39,net_actual_interchange_mw,0.275774598121643,0.01245570182800293,0.013849973678588812
3,33,39,gross_actual_interchange_mw,0.0995965600013732,0.043179273605346596,0.007242679595947196
3,33,39,total_gen,0.5290815830230713,0.1279076337814331,0.07296997308731079
3,33,39,metered_load_mw,0.5529884696006775,0.13599509000778198,0.07813656330108648
3,33,39,total_losses,0.2645071744918823,0.07708942890167242,0.042340993881225614
3,33,39,congestion_price_da,0.1495671272277832,0.0006263256072998047,0.0036543607711791992
3,33,39,congestion_price_rt,0.4453833103179931,0.021937251091003418,0.004290044307708685
3,33,39,marginal_loss_price_da,0.4443569779396057,0.0365592241287232,0.013053715229034424
3,33,39,total_lmp_da,0.567939043045044,0.061678946018218994,0.008152544498443604
3,33,39,da_as_total_mw_primary_reserve,0.4723137617111206,0.011619210243225098,0.0037072896957398016
3,33,39,da_as_total_mw_synchronized_reserve,0.5347965955734253,0.010457038879394531,-0.0005964040756225586
3,33,39,da_as_total_mw_thirty_minutes_reserve,0.4212902188301086,0.1204419732093811,0.0818336009979248
15,33,37,net_actual_interchange_mw,0.2202568650245666,0.0016909837722778043,0.009688675403594998
15,33,37,gross_actual_interchange_mw,0.0568203330039978,0.023494303226471003,0.014623343944549602
15,33,37,total_gen,0.5086377263069153,0.027599334716796875,0.019730031490325983
15,33,37,metered_load_mw,0.5022622346878052,0.023521065711975098,0.019921064376831055
15,33,37,total_losses,0.1966437101364135,0.08860975503921509,0.0423023104667663
15,33,37,congestion_price_da,0.149900734424591,0.0979117751121521,-0.018172740936279297
15,33,37,congestion_price_rt,0.1507987976074218,0.0477907061576843,0.01577168703079218
15,33,37,marginal_loss_price_da,0.4614972472190857,0.08410930633544922,5.066394805908203e-06
15,33,37,total_lmp_da,0.6525145769119263,0.08939743041992188,0.00038993358612060547
15,33,37,da_as_total_mw_primary_reserve,0.9398985505104064,0.0034969449043271705,-0.0024414658546447754
15,33,37,da_as_total_mw_synchronized_reserve,0.8975893259048462,0.005908966064453125,-0.0025707483291625977
15,33,37,da_as_total_mw_thirty_minutes_reserve,0.480908453464508,0.11668694019317621,0.11020195484161371
0,6,31,net_actual_interchange_mw,0.3961164951324463,0.1070584654808045,0.07599705457687378
0,6,31,gross_actual_interchange_mw,0.1673303246498108,0.01918125152587899,0.013525724411010798
0,6,31,total_gen,0.793728768825531,0.040460169315338135,0.01612699031829834
0,6,31,metered_load_mw,0.7659624814987183,0.0356825590133667,0.008993744850158691
0,6,31,total_losses,0.5570816993713379,0.0486224889755249,0.02596968412399292
0,6,31,congestion_price_da,0.1263096332550048,0.027375996112823403,0.011023581027984605
0,6,31,congestion_price_rt,0.077231764793396,0.0395066142082215,0.0221171975135804
0,6,31,marginal_loss_price_da,0.3216249346733093,0.0504913330078125,0.0056038498878479
0,6,31,total_lmp_da,0.4002001881599426,0.06938052177429205,0.009912848472595215
0,6,31,da_as_total_mw_primary_reserve,0.484377920627594,0.01702052354812622,0.007668495178222712
0,6,31,da_as_total_mw_synchronized_reserve,0.5345514416694641,0.006090342998504639,-0.000750124454498291
0,6,31,da_as_total_mw_thirty_minutes_reserve,0.325844407081604,0.1483688354492188,0.1215621232986451
5,20,33,net_actual_interchange_mw,0.3073275089263916,0.050136566162109375,0.0448874831199646
5,20,33,gross_actual_interchange_mw,0.1611977815628051,0.027375996112823403,0.011745274066924993
5,20,33,total_gen,0.9631033539772034,0.0032839179039001465,-0.002313077449798584
5,20,33,metered_load_mw,0.9728146195411682,0.0054721832275390625,-0.005456745624542236
5,20,33,total_losses,0.4951763749122619,0.04304021596908569,0.022468805313110296
5,20,33,congestion_price_da,0.1906164288520813,0.005221188068389893,0.011036932468414307
5,20,33,congestion_price_rt,0.1557612419128418,0.029669821262359702,0.013065218925476102
5,20,33,marginal_loss_price_da,0.5270307660102844,0.025088727474212646,0.018067657947540283
5,20,33,total_lmp_da,0.7239944934844971,0.04527390003204346,0.019830703735351562
5,20,33,da_as_total_mw_primary_reserve,0.4639461636543274,0.004113495349884089,0.008243918418884277
5,20,33,da_as_total_mw_synchronized_reserve,0.5366760492324829,0.008354485034942627,-0.0005983710289001465
5,20,33,da_as_total_mw_thirty_minutes_reserve,0.4942991733551025,0.1380283236503601,0.08282363414764399
10,33,38,net_actual_interchange_mw,0.4174869060516357,0.1265363097190857,0.10365116596221918
10,33,38,gross_actual_interchange_mw,0.1604703068733215,0.007095873355865506,0.008197724819183405
10,33,38,total_gen,0.7264559268951416,0.13740164041519165,0.10245656967163086
10,33,38,metered_load_mw,0.7407368421554565,0.1225021481513977,0.08793169260025024
10,33,38,total_losses,0.533922553062439,0.04611617326736456,0.021528899669647217
10,33,38,congestion_price_da,0.2677358388900757,0.12172681093215948,0.034993529319763184
10,33,38,congestion_price_rt,0.2020286917686462,0.04890340566635132,0.026188313961029025
10,33,38,marginal_loss_price_da,0.6758496165275574,0.008390963077545166,0.007100880146026611
10,33,38,total_lmp_da,0.9802003502845764,0.017940819263458252,-0.0004321932792663574
10,33,38,da_as_total_mw_primary_reserve,0.4784757494926452,0.025366663932800293,0.015660703182220403
10,33,38,da_as_total_mw_synchronized_reserve,0.5788238048553467,0.03392547369003296,0.023650169372558594
10,33,38,da_as_total_mw_thirty_minutes_reserve,0.5577375888824463,0.07273948192596441,0.06369167566299438
3,14,33,net_actual_interchange_mw,0.3961586952209472,0.13283979892730713,0.1255722045898437
3,14,33,gross_actual_interchange_mw,0.1078413128852844,0.0203779935836792,0.013825714588165297
3,14,33,total_gen,0.8856890201568604,0.028311967849731445,0.018814921379089355
3,14,33,metered_load_mw,0.875815212726593,0.023991167545318604,0.009825170040130615
3,14,33,total_losses,0.3449560403823852,0.13742595911026,0.0676692128181457
3,14,33,congestion_price_da,0.1467524766921997,0.025262892246246407,0.0037712454795837957
3,14,33,congestion_price_rt,0.1518424749374389,0.036864221096038804,0.02731162309646601
3,14,33,marginal_loss_price_da,0.299780011177063,0.0561484694480896,0.012718141078948975
3,14,33,total_lmp_da,0.4795687198638916,0.06583172082901001,-0.0024453401565551758
3,14,33,da_as_total_mw_primary_reserve,0.4703444242477417,0.009649872779846191,0.0017379522323608954
3,14,33,da_as_total_mw_synchronized_reserve,0.5373371243476868,0.013106763362884521,0.0034444332122802734
3,14,33,da_as_total_mw_thirty_minutes_reserve,0.4641719460487366,0.1527499556541443,0.1055293083190918
10,32,38,net_actual_interchange_mw,0.4014374017715454,0.1125035285949707,0.0876016616821289
10,32,38,gross_actual_interchange_mw,0.1568484306335449,0.003473997116088895,0.004575848579406794
10,32,38,total_gen,0.714272141456604,0.12521785497665405,0.09027278423309326
10,32,38,metered_load_mw,0.7320345640182495,0.11379987001419067,0.07922941446304321
10,32,38,total_losses,0.5308142304420471,0.04300785064697271,0.01842057704925537
10,32,38,congestion_price_da,0.2695541977882385,0.12216949462890633,0.036811888217926025
10,32,38,congestion_price_rt,0.204643964767456,0.05246251821517939,0.02880358695983881
10,32,38,marginal_loss_price_da,0.6747605800628662,0.007301926612854004,0.006011843681335449
10,32,38,total_lmp_da,0.9790794253349304,0.017435133457183838,-0.0019402503967284046
10,32,38,da_as_total_mw_primary_reserve,0.484007716178894,0.01895242929458618,0.012051761150360107
10,32,38,da_as_total_mw_synchronized_reserve,0.58226478099823,0.035344719886779785,0.025144457817077637
10,32,38,da_as_total_mw_thirty_minutes_reserve,0.5554685592651367,0.07047045230865484,0.061422646045684814
13,30,31,net_actual_interchange_mw,0.2988200187683105,0.002291619777679388,-0.00042754411697393246
13,30,31,gross_actual_interchange_mw,0.0455548763275146,0.0177752375602722,0.010160863399505601
13,30,31,total_gen,0.4045981764793396,0.12339252233505249,0.09930115938186651
13,30,31,metered_load_mw,0.398309588432312,0.1309975385665894,0.10912221670150762
13,30,31,total_losses,0.1335843205451965,0.03607600927352911,0.01942825317382811
13,30,31,congestion_price_da,0.1427629590034485,0.016355037689208984,0.00991165637969979
13,30,31,congestion_price_rt,0.1445861458778381,0.028759121894836412,0.00589519739151001
13,30,31,marginal_loss_price_da,0.432200014591217,0.0526394248008728,0.027523696422576904
13,30,31,total_lmp_da,0.7322044372558594,0.05736333131790161,0.024005413055419922
13,30,31,da_as_total_mw_primary_reserve,0.523343563079834,0.029101133346557673,0.025301098823547363
13,30,31,da_as_total_mw_synchronized_reserve,0.5756263732910156,0.0023783445358276367,-0.0019450187683105469
13,30,31,da_as_total_mw_thirty_minutes_reserve,0.5610544085502625,0.11385661363601685,0.10464572906494146
4,12,13,net_actual_interchange_mw,0.3251102566719055,0.015205144882202204,-0.0022802352905272882
