g1,g2,confidential,single1,single2,pair,synergy
forecast_load_mw_day_ahead,rmpcp,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
forecast_load_mw_day_ahead,total_pjm_self_sched_reg,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
forecast_load_mw_day_ahead,total_pjm_rmccp_cr,net_actual_interchange_mw,0.0,0.0,0.0,0.0
forecast_load_mw_day_ahead,total_pjm_rmpcp_cr,total_gen,0.248,0.0,0.248,0.0
forecast_load_mw_day_ahead,da_as_mcp_primary_reserve,total_gen,0.248,0.002,0.249,0.0
gen_fuel_solar_pct,forecast_load_mw_latest_available,metered_load_mw,0.0,0.302,0.302,0.0
gen_fuel_solar_pct,forecast_load_mw_day_ahead,metered_load_mw,0.0,0.261,0.261,0.0
gen_fuel_solar_pct,da_as_mcp_primary_reserve,total_gen,0.0,0.002,0.002,0.0
gen_fuel_storage_mw,gen_fuel_multiple_fuels_pct,net_actual_interchange_mw,0.0,0.045,0.045,0.0
gen_fuel_storage_mw,gen_fuel_other_renewables_pct,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_storage_mw,gen_fuel_solar_pct,gross_actual_interchange_mw,0.0,0.006,0.007,0.0
gen_fuel_storage_mw,gen_fuel_wind_pct,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_storage_mw,rmccp,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_mw,da_as_ss_mw_synchronized_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_mw,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_mw,da_as_nsr_mw_primary_reserve,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_mw,net_inadv_interchange_mw,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_coal_pct,gen_fuel_wind_pct,net_actual_interchange_mw,0.05,0.007,0.051,0.0
gen_fuel_coal_pct,forecast_load_mw_day_ahead,total_losses,0.0,0.0,0.0,0.0
gen_fuel_coal_pct,rmpcp,net_actual_interchange_mw,0.05,0.001,0.051,0.0
gen_fuel_other_renewables_pct,net_inadv_interchange_mw,net_actual_interchange_mw,0.002,0.0,0.002,0.0
gen_fuel_other_renewables_pct,da_as_ss_mw_synchronized_reserve,total_gen,0.007,0.0,0.007,0.0
gen_fuel_other_renewables_pct,da_as_ss_mw_thirty_minutes_reserve,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_mw,total_pjm_self_sched_reg,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_mw,total_pjm_assigned_reg,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_mw,total_pjm_rmccp_cr,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_mw,total_pjm_rmpcp_cr,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_mw,da_as_mcp_primary_reserve,total_lmp_da,0.0,0.016,0.016,0.0
gen_fuel_wind_mw,da_as_ss_mw_primary_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_solar_mw,total_lmp_rt,total_gen,0.0,0.041,0.041,0.0
gen_fuel_solar_mw,net_inadv_interchange_mw,net_actual_interchange_mw,0.001,0.0,0.001,0.0
gen_fuel_storage_mw,gen_fuel_wind_mw,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_other_renewables_pct,total_pjm_reg_purchases,total_losses,0.0,0.0,0.0,0.0
gen_fuel_other_renewables_pct,total_pjm_assigned_reg,total_losses,0.0,0.0,0.0,0.0
gen_fuel_other_renewables_pct,total_pjm_rmccp_cr,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_other_renewables_pct,da_as_as_req_mw_thirty_minutes_reserve,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_other_renewables_pct,da_as_ss_mw_primary_reserve,total_gen,0.007,0.0,0.007,0.0
gen_fuel_solar_mw,gen_fuel_storage_mw,gross_actual_interchange_mw,0.003,0.0,0.003,0.0
gen_fuel_solar_mw,gen_fuel_wind_mw,total_gen,0.0,0.0,0.0,0.0
gen_fuel_solar_mw,gen_fuel_multiple_fuels_pct,total_gen,0.0,0.0,0.0,0.0
gen_fuel_solar_mw,forecast_load_mw_latest_available,total_losses,0.0,0.0,0.0,0.0
gen_fuel_solar_mw,forecast_load_mw_day_ahead,total_losses,0.0,0.0,0.0,0.0
gen_fuel_solar_mw,da_as_mcp_primary_reserve,metered_load_mw,0.0,0.0,0.0,0.0
total_pjm_loc_credit,net_inadv_interchange_mw,net_actual_interchange_mw,0.001,0.0,0.001,0.0
total_pjm_reg_purchases,total_pjm_rmpcp_cr,total_gen,0.0,0.0,0.0,0.0
total_pjm_loc_credit,total_pjm_rmccp_cr,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
total_pjm_loc_credit,da_as_ss_mw_primary_reserve,total_gen,0.002,0.0,0.002,0.0
total_pjm_loc_credit,da_as_ss_mw_synchronized_reserve,total_gen,0.002,0.0,0.002,0.0
total_pjm_loc_credit,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.001,0.0,0.001,0.0
gen_fuel_other_renewables_mw,da_as_ss_mw_primary_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_other_renewables_mw,da_as_ss_mw_synchronized_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_other_renewables_mw,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_other_renewables_mw,net_inadv_interchange_mw,net_actual_interchange_mw,0.0,0.0,0.0,0.0
rmpcp,da_as_as_req_mw_primary_reserve,total_gen,0.0,0.0,0.0,0.0
rmpcp,da_as_as_req_mw_synchronized_reserve,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
rmpcp,da_as_as_req_mw_thirty_minutes_reserve,da_as_total_mw_synchronized_reserve,0.0,0.032,0.032,0.0
rmpcp,da_as_ss_mw_primary_reserve,total_gen,0.0,0.0,0.0,0.0
rmpcp,da_as_ss_mw_synchronized_reserve,total_gen,0.0,0.0,0.0,0.0
rmpcp,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.001,0.0,0.001,0.0
rmpcp,net_inadv_interchange_mw,net_actual_interchange_mw,0.001,0.0,0.001,0.0
rmpcp,gross_sched_interchange_mw,total_gen,0.0,0.002,0.002,0.0
gen_fuel_storage_mw,rmpcp,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_storage_mw,total_pjm_loc_credit,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_storage_mw,total_pjm_self_sched_reg,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_storage_mw,total_pjm_assigned_reg,gross_actual_interchange_mw,0.0,0.001,0.001,0.0
rmpcp,total_pjm_assigned_reg,total_losses,0.0,0.0,0.0,0.0
rmpcp,total_pjm_rmccp_cr,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
rmpcp,da_as_mcp_primary_reserve,total_gen,0.0,0.002,0.002,0.0
rmpcp,da_as_mcp_synchronized_reserve,total_gen,0.0,0.006,0.006,0.0
total_pjm_reg_purchases,net_inadv_interchange_mw,gross_actual_interchange_mw,0.049,0.0,0.049,0.0
total_pjm_reg_purchases,gross_sched_interchange_mw,metered_load_mw,0.0,0.0,0.0,0.0
total_pjm_self_sched_reg,total_pjm_rmccp_cr,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
total_pjm_self_sched_reg,da_as_mcp_primary_reserve,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
total_pjm_self_sched_reg,da_as_mcp_synchronized_reserve,congestion_price_da,0.0,0.005,0.005,0.0
total_pjm_self_sched_reg,da_as_as_req_mw_primary_reserve,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
total_pjm_self_sched_reg,da_as_as_req_mw_synchronized_reserve,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
total_pjm_self_sched_reg,da_as_ss_mw_primary_reserve,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_gas_pct,gen_fuel_nuclear_pct,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_gas_pct,gen_fuel_other_renewables_pct,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_gas_pct,gen_fuel_wind_pct,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_gas_pct,rmpcp,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_oil_pct,da_as_ss_mw_synchronized_reserve,total_lmp_da,0.007,0.0,0.007,0.0
gen_fuel_oil_pct,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.002,0.0,0.002,0.0
gen_fuel_oil_pct,net_inadv_interchange_mw,net_actual_interchange_mw,0.002,0.0,0.002,0.0
gen_fuel_other_renewables_pct,rmccp,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_gas_pct,net_inadv_interchange_mw,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_hydro_pct,gen_fuel_wind_pct,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_hydro_pct,forecast_load_mw_latest_available,metered_load_mw,0.0,0.302,0.302,0.0
gen_fuel_hydro_pct,forecast_load_mw_day_ahead,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_hydro_pct,rmpcp,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_coal_pct,da_as_ss_mw_synchronized_reserve,net_actual_interchange_mw,0.05,0.0,0.051,0.0
gen_fuel_coal_pct,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.05,0.0,0.051,0.0
gen_fuel_coal_pct,net_inadv_interchange_mw,net_actual_interchange_mw,0.05,0.0,0.051,0.0
total_pjm_reg_purchases,da_as_mcp_primary_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
total_pjm_reg_purchases,da_as_mcp_synchronized_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
total_pjm_reg_purchases,da_as_ss_mw_synchronized_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
total_pjm_reg_purchases,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_gas_pct,da_as_as_req_mw_thirty_minutes_reserve,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_gas_pct,da_as_ss_mw_primary_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_gas_pct,da_as_ss_mw_synchronized_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_gas_pct,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_other_renewables_mw,gen_fuel_oil_pct,total_losses,0.0,0.0,0.0,0.0
gen_fuel_other_renewables_mw,rmccp,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_other_renewables_mw,rmpcp,total_gen,0.003,0.0,0.003,0.0
gen_fuel_other_renewables_mw,total_pjm_reg_purchases,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_other_renewables_mw,total_pjm_self_sched_reg,total_gen,0.003,0.0,0.003,0.0
gen_fuel_other_renewables_mw,total_pjm_rmccp_cr,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_other_renewables_mw,total_pjm_rmpcp_cr,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_other_renewables_mw,da_as_as_req_mw_thirty_minutes_reserve,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
total_pjm_rmccp_cr,total_pjm_rmpcp_cr,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
total_pjm_rmccp_cr,da_as_mcp_primary_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_oil_mw,net_inadv_interchange_mw,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_other_renewables_mw,gen_fuel_storage_mw,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_other_renewables_mw,gen_fuel_wind_mw,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_other_renewables_mw,gen_fuel_coal_pct,metered_load_mw,0.0,0.0,0.0,0.0
gen_fuel_other_renewables_mw,gen_fuel_hydro_pct,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_other_renewables_mw,gen_fuel_multiple_fuels_pct,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
total_pjm_assigned_reg,da_as_mcp_synchronized_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
total_pjm_assigned_reg,da_as_ss_mw_synchronized_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
total_pjm_assigned_reg,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
total_pjm_assigned_reg,da_as_nsr_mw_primary_reserve,da_as_total_mw_synchronized_reserve,0.0,0.309,0.309,0.0
total_pjm_assigned_reg,total_lmp_rt,congestion_price_rt,0.0,0.12,0.12,0.0
total_pjm_assigned_reg,net_inadv_interchange_mw,gross_actual_interchange_mw,0.001,0.0,0.001,0.0
total_pjm_assigned_reg,gross_sched_interchange_mw,metered_load_mw,0.0,0.0,0.0,0.0
total_pjm_assigned_reg,gross_inadv_interchange_mw,metered_load_mw,0.0,0.0,0.0,0.0
total_pjm_self_sched_reg,da_as_ss_mw_synchronized_reserve,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
total_pjm_self_sched_reg,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.001,0.0,0.001,0.0
total_pjm_self_sched_reg,system_energy_price_da,marginal_loss_price_da,0.0,0.516,0.516,0.0
total_pjm_self_sched_reg,total_lmp_rt,total_gen,0.0,0.041,0.041,0.0
total_pjm_self_sched_reg,net_inadv_interchange_mw,net_actual_interchange_mw,0.001,0.0,0.001,0.0
total_pjm_self_sched_reg,gross_sched_interchange_mw,total_losses,0.0,0.0,0.0,0.0
total_pjm_assigned_reg,total_pjm_rmpcp_cr,total_gen,0.0,0.0,0.0,0.0
total_pjm_assigned_reg,da_as_mcp_primary_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_hydro_pct,total_pjm_rmpcp_cr,congestion_price_da,0.001,0.0,0.001,0.0
gen_fuel_hydro_pct,da_as_ss_mw_primary_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_hydro_pct,da_as_ss_mw_synchronized_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_hydro_pct,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_hydro_pct,net_inadv_interchange_mw,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_multiple_fuels_pct,gen_fuel_other_renewables_pct,net_actual_interchange_mw,0.045,0.002,0.045,0.0
gen_fuel_multiple_fuels_pct,gen_fuel_solar_pct,total_losses,0.0,0.0,0.0,0.0
da_as_as_req_mw_thirty_minutes_reserve,da_as_ss_mw_synchronized_reserve,net_actual_interchange_mw,0.137,0.0,0.138,0.0
gen_fuel_gas_mw,da_as_ss_mw_synchronized_reserve,net_actual_interchange_mw,0.015,0.0,0.016,0.0
gen_fuel_nuclear_pct,total_pjm_reg_purchases,metered_load_mw,0.0,0.0,0.0,0.0
gen_fuel_multiple_fuels_pct,total_pjm_rmccp_cr,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_nuclear_pct,total_pjm_assigned_reg,metered_load_mw,0.0,0.0,0.0,0.0
gen_fuel_hydro_mw,gen_fuel_other_renewables_mw,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_hydro_mw,total_pjm_self_sched_reg,congestion_price_da,0.001,0.0,0.001,0.0
gen_fuel_nuclear_pct,da_as_mcp_primary_reserve,total_gen,0.024,0.002,0.024,0.0
gen_fuel_hydro_pct,total_pjm_self_sched_reg,net_actual_interchange_mw,0.0,0.001,0.001,0.0
gen_fuel_nuclear_mw,da_as_ss_mw_primary_reserve,total_gen,0.036,0.0,0.036,0.0
gen_fuel_nuclear_mw,da_as_ss_mw_synchronized_reserve,total_gen,0.036,0.0,0.036,0.0
gen_fuel_hydro_mw,gen_fuel_other_renewables_pct,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_hydro_mw,gen_fuel_wind_pct,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_hydro_mw,rmpcp,metered_load_mw,0.001,0.0,0.001,0.0
gen_fuel_gas_mw,gen_fuel_wind_mw,metered_load_mw,0.032,0.0,0.032,0.0
gen_fuel_gas_mw,rmpcp,total_gen,0.036,0.0,0.036,0.0
gen_fuel_gas_mw,total_pjm_self_sched_reg,net_actual_interchange_mw,0.015,0.001,0.015,0.0
total_pjm_rmpcp_cr,da_as_ss_mw_primary_reserve,net_actual_interchange_mw,0.001,0.0,0.001,0.0
total_pjm_rmpcp_cr,da_as_ss_mw_synchronized_reserve,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
total_pjm_rmpcp_cr,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.001,0.0,0.001,0.0
total_pjm_rmpcp_cr,total_lmp_rt,congestion_price_rt,0.0,0.12,0.12,0.0
total_pjm_rmpcp_cr,net_inadv_interchange_mw,net_actual_interchange_mw,0.001,0.0,0.001,0.0
da_as_mcp_primary_reserve,da_as_ss_mw_primary_reserve,total_gen,0.002,0.0,0.002,0.0
gen_fuel_nuclear_mw,rmpcp,gross_actual_interchange_mw,0.028,0.0,0.029,0.0
gen_fuel_nuclear_mw,total_pjm_reg_purchases,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_solar_pct,da_as_as_req_mw_synchronized_reserve,da_as_total_mw_primary_reserve,0.0,0.2,0.2,0.0
gen_fuel_solar_pct,da_as_as_req_mw_thirty_minutes_reserve,da_as_total_mw_synchronized_reserve,0.0,0.032,0.032,0.0
gen_fuel_solar_pct,da_as_ss_mw_synchronized_reserve,total_gen,0.0,0.0,0.0,0.0
gen_fuel_solar_pct,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.001,0.0,0.001,0.0
gen_fuel_solar_pct,net_inadv_interchange_mw,net_actual_interchange_mw,0.001,0.0,0.002,0.0
gen_fuel_wind_pct,forecast_load_mw_latest_available,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_pct,forecast_load_mw_day_ahead,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_pct,rmccp,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_multiple_fuels_pct,da_as_ss_mw_synchronized_reserve,net_actual_interchange_mw,0.045,0.0,0.045,0.0
gen_fuel_multiple_fuels_pct,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.045,0.0,0.045,0.0
gen_fuel_multiple_fuels_pct,total_lmp_rt,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_multiple_fuels_pct,net_inadv_interchange_mw,net_actual_interchange_mw,0.045,0.0,0.046,0.0
gen_fuel_nuclear_pct,gen_fuel_other_renewables_pct,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_coal_mw,rmpcp,total_gen,0.029,0.0,0.029,0.0
gen_fuel_solar_pct,da_as_mcp_synchronized_reserve,total_gen,0.0,0.006,0.006,0.0
gen_fuel_solar_pct,da_as_as_req_mw_primary_reserve,da_as_total_mw_primary_reserve,0.0,0.195,0.195,0.0
net_inadv_interchange_mw,gross_inadv_interchange_mw,net_actual_interchange_mw,0.0,0.024,0.024,0.0
da_as_ss_mw_thirty_minutes_reserve,gross_sched_interchange_mw,net_actual_interchange_mw,0.0,0.105,0.105,0.0
da_as_ss_mw_thirty_minutes_reserve,gross_inadv_interchange_mw,net_actual_interchange_mw,0.0,0.024,0.024,0.0
da_as_nsr_mw_primary_reserve,net_inadv_interchange_mw,net_actual_interchange_mw,0.002,0.0,0.002,0.0
system_energy_price_da,gross_inadv_interchange_mw,metered_load_mw,0.0,0.0,0.0,0.0
marginal_loss_price_rt,net_inadv_interchange_mw,net_actual_interchange_mw,0.023,0.0,0.023,0.0
da_as_ss_mw_thirty_minutes_reserve,net_inadv_interchange_mw,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_multiple_fuels_pct,da_as_ss_mw_primary_reserve,net_actual_interchange_mw,0.045,0.0,0.045,0.0
da_as_as_req_mw_thirty_minutes_reserve,net_inadv_interchange_mw,congestion_price_da,0.005,0.0,0.005,0.0
da_as_ss_mw_primary_reserve,da_as_ss_mw_synchronized_reserve,total_gen,0.0,0.0,0.0,0.0
da_as_ss_mw_primary_reserve,da_as_ss_mw_thirty_minutes_reserve,total_gen,0.0,0.0,0.0,0.0
da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,net_actual_interchange_mw,0.0,0.002,0.002,0.0
da_as_ss_mw_primary_reserve,net_inadv_interchange_mw,net_actual_interchange_mw,0.0,0.0,0.0,0.0
da_as_ss_mw_primary_reserve,gross_sched_interchange_mw,net_actual_interchange_mw,0.0,0.105,0.105,0.0
gen_fuel_coal_mw,gen_fuel_wind_mw,total_losses,0.0,0.0,0.0,0.0
net_inadv_interchange_mw,gross_sched_interchange_mw,metered_load_mw,0.0,0.0,0.0,0.0
