schedule,stages_json,n_stages,final_fraction,final_k,avg_updates_restart,avg_updates_continuation,tune_recall,test_recall,all_recall
K0@60% -> K1@10%,"[[0, 0.6], [1, 0.1]]",2,0.1,1,0.6,0.6,0.5978659266417824,0.5242534648769407,0.5686515669082999
K0@60% -> K1@20% -> K10@10%,"[[0, 0.6], [1, 0.2], [10, 0.1]]",3,0.1,10,2.6,2.4,0.6577902100382129,0.5955869473241692,0.6331037853492844
K0@60% -> K1@20% -> K25@10%,"[[0, 0.6], [1, 0.2], [25, 0.1]]",3,0.1,25,5.6,5.4,0.636605520041848,0.6277820745335925,0.6331037853492842
K0@60% -> K1@20% -> K5@10%,"[[0, 0.6], [1, 0.2], [5, 0.1]]",3,0.1,5,1.6,1.4,0.653002509109931,0.5907362543487811,0.6282910849537873
K0@60% -> K1@20% -> K50@10%,"[[0, 0.6], [1, 0.2], [50, 0.1]]",3,0.1,50,10.6,10.4,0.6821667006534324,0.6475176578698452,0.6684156376400228
K0@60% -> K1@30% -> K10@10%,"[[0, 0.6], [1, 0.3], [10, 0.1]]",3,0.1,10,3.6,3.3,0.6723723058099637,0.6052883332749455,0.6457488882662087
K0@60% -> K1@30% -> K25@10%,"[[0, 0.6], [1, 0.3], [25, 0.1]]",3,0.1,25,8.1,7.799999999999999,0.6657697115853496,0.6596443903083155,0.6633387734672618
K0@60% -> K1@30% -> K5@10%,"[[0, 0.6], [1, 0.3], [5, 0.1]]",3,0.1,5,2.1,1.7999999999999998,0.6545984094193583,0.5955869473241693,0.6311787051910854
K0@60% -> K1@30% -> K50@10%,"[[0, 0.6], [1, 0.3], [50, 0.1]]",3,0.1,50,15.6,15.299999999999999,0.678755907047673,0.6793799736445683,0.6790035785101163
K0@60% -> K1@40% -> K10@10%,"[[0, 0.6], [1, 0.4], [10, 0.1]]",3,0.1,10,4.6,4.2,0.673968206119391,0.6052883332749455,0.646711428345308
K0@60% -> K1@40% -> K25@10%,"[[0, 0.6], [1, 0.4], [25, 0.1]]",3,0.1,25,10.6,10.200000000000001,0.6673656118947769,0.6596443903083155,0.6643013135463612
K0@60% -> K1@40% -> K5@10%,"[[0, 0.6], [1, 0.4], [5, 0.1]]",3,0.1,5,2.6,2.2,0.653002509109931,0.5955869473241693,0.6302161651119861
K0@60% -> K1@40% -> K50@10%,"[[0, 0.6], [1, 0.4], [50, 0.1]]",3,0.1,50,20.6,20.200000000000003,0.6575712170513082,0.6793799736445683,0.66622639370456
K0@60% -> K1@50% -> K10@10%,"[[0, 0.6], [1, 0.5], [10, 0.1]]",3,0.1,10,5.6,5.1,0.673968206119391,0.6447594999474509,0.6623762333881624
K0@60% -> K1@50% -> K25@10%,"[[0, 0.6], [1, 0.5], [25, 0.1]]",3,0.1,25,13.1,12.6,0.6689615122042043,0.6991155569808211,0.680928658668315
K0@60% -> K1@50% -> K5@10%,"[[0, 0.6], [1, 0.5], [5, 0.1]]",3,0.1,5,3.1,2.6,0.653002509109931,0.6004376402995574,0.6321412452701849
K0@60% -> K1@50% -> K50@10%,"[[0, 0.6], [1, 0.5], [50, 0.1]]",3,0.1,50,25.6,25.1,0.6477768222078394,0.701540903468515,0.6691140139418582
K0@60% -> K10@10%,"[[0, 0.6], [10, 0.1]]",2,0.1,10,6.0,6.0,0.6771600067382456,0.6818053201322622,0.6790035785101162
K0@60% -> K10@20% -> K25@10%,"[[0, 0.6], [10, 0.2], [25, 0.1]]",3,0.1,25,11.0,9.0,0.6623589179795902,0.7361613771656325,0.6916486814270405
K0@60% -> K10@20% -> K50@10%,"[[0, 0.6], [10, 0.2], [50, 0.1]]",3,0.1,50,16.0,14.0,0.6525645231361213,0.7583223069895791,0.6945363016643387
K0@60% -> K10@30% -> K25@10%,"[[0, 0.6], [10, 0.3], [25, 0.1]]",3,0.1,25,13.5,10.5,0.6541604234455487,0.7410120701410206,0.6886289793011102
K0@60% -> K10@30% -> K50@10%,"[[0, 0.6], [10, 0.3], [50, 0.1]]",3,0.1,50,21.0,18.0,0.6557563237549761,0.7458627631164085,0.6915165995384085
K0@60% -> K10@40% -> K25@10%,"[[0, 0.6], [10, 0.4], [25, 0.1]]",3,0.1,25,16.0,12.0,0.6703384195267269,0.7434374166287145,0.6993490020598356
K0@60% -> K10@40% -> K50@10%,"[[0, 0.6], [10, 0.4], [50, 0.1]]",3,0.1,50,26.0,22.0,0.6621399249926854,0.7482881096041025,0.6963292999339055
K0@60% -> K10@50% -> K25@10%,"[[0, 0.6], [10, 0.5], [25, 0.1]]",3,0.1,25,18.5,13.5,0.6703384195267269,0.7434374166287145,0.6993490020598356
K0@60% -> K10@50% -> K50@10%,"[[0, 0.6], [10, 0.5], [50, 0.1]]",3,0.1,50,31.0,26.0,0.6621399249926854,0.7482881096041025,0.6963292999339055
K0@60% -> K25@10%,"[[0, 0.6], [25, 0.1]]",2,0.1,25,15.0,15.0,0.6703384195267269,0.7434374166287145,0.6993490020598356
K0@60% -> K25@20% -> K50@10%,"[[0, 0.6], [25, 0.2], [50, 0.1]]",3,0.1,50,25.0,20.0,0.6605440246832581,0.7507134560917966,0.6963292999339055
K0@60% -> K25@30% -> K50@10%,"[[0, 0.6], [25, 0.3], [50, 0.1]]",3,0.1,50,30.0,22.5,0.6605440246832581,0.7680236929403553,0.7031991623762334
K0@60% -> K25@40% -> K50@10%,"[[0, 0.6], [25, 0.4], [50, 0.1]]",3,0.1,50,35.0,25.0,0.6621399249926854,0.7680236929403553,0.7041617024553328
K0@60% -> K25@50% -> K50@10%,"[[0, 0.6], [25, 0.5], [50, 0.1]]",3,0.1,50,40.0,27.5,0.6621399249926854,0.7680236929403553,0.7041617024553328
K0@60% -> K5@10%,"[[0, 0.6], [5, 0.1]]",2,0.1,5,3.0,3.0,0.6416122139570348,0.6374834604843689,0.6399736477916121
K0@60% -> K5@20% -> K10@10%,"[[0, 0.6], [5, 0.2], [10, 0.1]]",3,0.1,10,5.0,4.0,0.6755641064288184,0.6644950832837035,0.671171175988689
K0@60% -> K5@20% -> K25@10%,"[[0, 0.6], [5, 0.2], [25, 0.1]]",3,0.1,25,8.0,7.0,0.6413932209701301,0.6818053201322622,0.6574314511040334
K0@60% -> K5@20% -> K50@10%,"[[0, 0.6], [5, 0.2], [50, 0.1]]",3,0.1,50,13.0,12.0,0.6429891212795573,0.701540903468515,0.66622639370456
K0@60% -> K5@30% -> K10@10%,"[[0, 0.6], [5, 0.3], [10, 0.1]]",3,0.1,10,6.0,4.5,0.6771600067382456,0.6818053201322622,0.6790035785101162
K0@60% -> K5@30% -> K25@10%,"[[0, 0.6], [5, 0.3], [25, 0.1]]",3,0.1,25,10.5,9.0,0.6639548182890176,0.7361613771656325,0.6926112215061399
K0@60% -> K5@30% -> K50@10%,"[[0, 0.6], [5, 0.3], [50, 0.1]]",3,0.1,50,18.0,16.5,0.6541604234455487,0.7385867236533263,0.6876664392220109
K0@60% -> K5@40% -> K10@10%,"[[0, 0.6], [5, 0.4], [10, 0.1]]",3,0.1,10,7.0,5.0,0.6771600067382456,0.6818053201322622,0.6790035785101162
K0@60% -> K5@40% -> K25@10%,"[[0, 0.6], [5, 0.4], [25, 0.1]]",3,0.1,25,13.0,11.0,0.6541604234455487,0.7410120701410206,0.6886289793011102
K0@60% -> K5@40% -> K50@10%,"[[0, 0.6], [5, 0.4], [50, 0.1]]",3,0.1,50,23.0,21.0,0.6557563237549761,0.7458627631164085,0.6915165995384085
K0@60% -> K5@50% -> K10@10%,"[[0, 0.6], [5, 0.5], [10, 0.1]]",3,0.1,10,8.0,5.5,0.6771600067382456,0.6818053201322622,0.6790035785101162
K0@60% -> K5@50% -> K25@10%,"[[0, 0.6], [5, 0.5], [25, 0.1]]",3,0.1,25,15.5,13.0,0.6687425192172995,0.7434374166287145,0.6983864619807363
K0@60% -> K5@50% -> K50@10%,"[[0, 0.6], [5, 0.5], [50, 0.1]]",3,0.1,50,28.0,25.5,0.6589481243738308,0.7482881096041025,0.6944042197757067
K0@60% -> K50@10%,"[[0, 0.6], [50, 0.1]]",2,0.1,50,30.0,30.0,0.6621399249926854,0.7680236929403553,0.7041617024553328
K0@80% -> K1@10%,"[[0, 0.8], [1, 0.1]]",2,0.1,1,0.8,0.8,0.5978659266417824,0.5242534648769407,0.5686515669082999
K0@80% -> K1@20% -> K10@10%,"[[0, 0.8], [1, 0.2], [10, 0.1]]",3,0.1,10,2.8,2.6,0.6463999148853168,0.5931616008364751,0.6252713828278571
K0@80% -> K1@20% -> K25@10%,"[[0, 0.8], [1, 0.2], [25, 0.1]]",3,0.1,25,5.8,5.6000000000000005,0.625215224888952,0.6253567280458984,0.6252713828278571
K0@80% -> K1@20% -> K5@10%,"[[0, 0.8], [1, 0.2], [5, 0.1]]",3,0.1,5,1.8,1.6,0.6416122139570348,0.5883109078610871,0.6204586824323601
K0@80% -> K1@20% -> K50@10%,"[[0, 0.8], [1, 0.2], [50, 0.1]]",3,0.1,50,10.8,10.600000000000001,0.6821667006534324,0.6450923113821511,0.6674530975609233
K0@80% -> K1@30% -> K10@10%,"[[0, 0.8], [1, 0.3], [10, 0.1]]",3,0.1,10,3.8,3.5,0.673968206119391,0.6028629867872514,0.6457488882662087
K0@80% -> K1@30% -> K25@10%,"[[0, 0.8], [1, 0.3], [25, 0.1]]",3,0.1,25,8.3,7.999999999999999,0.6641738112759222,0.6572190438206214,0.661413693309063
K0@80% -> K1@30% -> K5@10%,"[[0, 0.8], [1, 0.3], [5, 0.1]]",3,0.1,5,2.3,2.0,0.6545984094193583,0.5955869473241693,0.6311787051910854
K0@80% -> K1@30% -> K50@10%,"[[0, 0.8], [1, 0.3], [50, 0.1]]",3,0.1,50,15.8,15.5,0.6771600067382456,0.6769546271568742,0.6770784983519175
K0@80% -> K1@40% -> K10@10%,"[[0, 0.8], [1, 0.4], [10, 0.1]]",3,0.1,10,4.8,4.4,0.673968206119391,0.6052883332749455,0.646711428345308
K0@80% -> K1@40% -> K25@10%,"[[0, 0.8], [1, 0.4], [25, 0.1]]",3,0.1,25,10.8,10.400000000000002,0.6673656118947769,0.6596443903083155,0.6643013135463612
K0@80% -> K1@40% -> K5@10%,"[[0, 0.8], [1, 0.4], [5, 0.1]]",3,0.1,5,2.8,2.4000000000000004,0.653002509109931,0.5955869473241693,0.6302161651119861
K0@80% -> K1@40% -> K50@10%,"[[0, 0.8], [1, 0.4], [50, 0.1]]",3,0.1,50,20.8,20.400000000000002,0.6575712170513082,0.6793799736445683,0.66622639370456
K0@80% -> K1@50% -> K10@10%,"[[0, 0.8], [1, 0.5], [10, 0.1]]",3,0.1,10,5.8,5.3,0.673968206119391,0.6250239166111983,0.6545438308667352
K0@80% -> K1@50% -> K25@10%,"[[0, 0.8], [1, 0.5], [25, 0.1]]",3,0.1,25,13.3,12.8,0.6673656118947769,0.6793799736445683,0.6721337160677885
K0@80% -> K1@50% -> K5@10%,"[[0, 0.8], [1, 0.5], [5, 0.1]]",3,0.1,5,3.3,2.8,0.653002509109931,0.5980122938118633,0.6311787051910854
K0@80% -> K1@50% -> K50@10%,"[[0, 0.8], [1, 0.5], [50, 0.1]]",3,0.1,50,25.8,25.3,0.646180921898412,0.6991155569808211,0.6671889337836593
K0@80% -> K1@60% -> K10@10%,"[[0, 0.8], [1, 0.6], [10, 0.1]]",3,0.1,10,6.8,6.199999999999999,0.673968206119391,0.6620697367960094,0.6692460958304902
K0@80% -> K1@60% -> K25@10%,"[[0, 0.8], [1, 0.6], [25, 0.1]]",3,0.1,25,15.8,15.2,0.6705574125136317,0.7188511403170736,0.6897236012688417
K0@80% -> K1@60% -> K5@10%,"[[0, 0.8], [1, 0.6], [5, 0.1]]",3,0.1,5,3.8,3.2,0.653002509109931,0.6177478771481161,0.6390111077125128
K0@80% -> K1@60% -> K50@10%,"[[0, 0.8], [1, 0.6], [50, 0.1]]",3,0.1,50,30.8,30.2,0.6493727225172667,0.723701833292462,0.6788714966214843
K0@80% -> K10@10%,"[[0, 0.8], [10, 0.1]]",2,0.1,10,8.0,8.0,0.678755907047673,0.6818053201322622,0.6799661185892156
K0@80% -> K10@20% -> K25@10%,"[[0, 0.8], [10, 0.2], [25, 0.1]]",3,0.1,25,13.0,11.0,0.665550718598445,0.7188511403170739,0.6867038991429114
K0@80% -> K10@20% -> K50@10%,"[[0, 0.8], [10, 0.2], [50, 0.1]]",3,0.1,50,18.0,16.0,0.6557563237549761,0.7410120701410204,0.6895915193802097
K0@80% -> K10@30% -> K25@10%,"[[0, 0.8], [10, 0.3], [25, 0.1]]",3,0.1,25,15.5,12.5,0.6573522240644034,0.7410120701410206,0.690554059459309
K0@80% -> K10@30% -> K50@10%,"[[0, 0.8], [10, 0.3], [50, 0.1]]",3,0.1,50,23.0,20.0,0.6589481243738308,0.7458627631164085,0.6934416796966073
K0@80% -> K10@40% -> K25@10%,"[[0, 0.8], [10, 0.4], [25, 0.1]]",3,0.1,25,18.0,14.0,0.6719343198361543,0.7434374166287145,0.7003115421389351
K0@80% -> K10@40% -> K50@10%,"[[0, 0.8], [10, 0.4], [50, 0.1]]",3,0.1,50,28.0,24.0,0.6637358253021127,0.7507134560917966,0.6982543800921043
K0@80% -> K10@50% -> K25@10%,"[[0, 0.8], [10, 0.5], [25, 0.1]]",3,0.1,25,20.5,15.5,0.6637358253021127,0.7285525262678499,0.6894594374915778
K0@80% -> K10@50% -> K50@10%,"[[0, 0.8], [10, 0.5], [50, 0.1]]",3,0.1,50,33.0,28.0,0.6669276259209674,0.7531388025794907,0.7011420003294024
K0@80% -> K10@60% -> K25@10%,"[[0, 0.8], [10, 0.6], [25, 0.1]]",3,0.1,25,23.0,17.0,0.6637358253021127,0.7285525262678499,0.6894594374915778
K0@80% -> K10@60% -> K50@10%,"[[0, 0.8], [10, 0.6], [50, 0.1]]",3,0.1,50,38.0,32.0,0.6669276259209674,0.7531388025794907,0.7011420003294024
K0@80% -> K25@10%,"[[0, 0.8], [25, 0.1]]",2,0.1,25,20.0,20.0,0.6653317256115401,0.7285525262678499,0.6904219775706771
K0@80% -> K25@20% -> K50@10%,"[[0, 0.8], [25, 0.2], [50, 0.1]]",3,0.1,50,30.0,25.0,0.6669276259209674,0.7531388025794907,0.7011420003294024
K0@80% -> K25@30% -> K50@10%,"[[0, 0.8], [25, 0.3], [50, 0.1]]",3,0.1,50,35.0,27.5,0.6669276259209674,0.7728743859157435,0.7089744028508298
K0@80% -> K25@40% -> K50@10%,"[[0, 0.8], [25, 0.4], [50, 0.1]]",3,0.1,50,40.0,30.0,0.6701194265398221,0.7728743859157435,0.7108994830090286
K0@80% -> K25@50% -> K50@10%,"[[0, 0.8], [25, 0.5], [50, 0.1]]",3,0.1,50,45.0,32.5,0.6701194265398221,0.7728743859157435,0.7108994830090286
K0@80% -> K25@60% -> K50@10%,"[[0, 0.8], [25, 0.6], [50, 0.1]]",3,0.1,50,50.0,35.0,0.6701194265398221,0.7728743859157435,0.7108994830090286
K0@80% -> K5@10%,"[[0, 0.8], [5, 0.1]]",2,0.1,5,4.0,4.0,0.6416122139570348,0.6374834604843689,0.6399736477916121
K0@80% -> K5@20% -> K10@10%,"[[0, 0.8], [5, 0.2], [10, 0.1]]",3,0.1,10,6.0,5.0,0.6755641064288184,0.6644950832837035,0.671171175988689
K0@80% -> K5@20% -> K25@10%,"[[0, 0.8], [5, 0.2], [25, 0.1]]",3,0.1,25,9.0,8.0,0.6413932209701301,0.6818053201322622,0.6574314511040334
K0@80% -> K5@20% -> K50@10%,"[[0, 0.8], [5, 0.2], [50, 0.1]]",3,0.1,50,14.0,13.0,0.6429891212795573,0.701540903468515,0.66622639370456
K0@80% -> K5@30% -> K10@10%,"[[0, 0.8], [5, 0.3], [10, 0.1]]",3,0.1,10,7.0,5.5,0.678755907047673,0.6818053201322622,0.6799661185892156
K0@80% -> K5@30% -> K25@10%,"[[0, 0.8], [5, 0.3], [25, 0.1]]",3,0.1,25,11.5,10.0,0.6671466189078722,0.7361613771656325,0.6945363016643387
K0@80% -> K5@30% -> K50@10%,"[[0, 0.8], [5, 0.3], [50, 0.1]]",3,0.1,50,19.0,17.5,0.6573522240644034,0.7385867236533263,0.6895915193802097
K0@80% -> K5@40% -> K10@10%,"[[0, 0.8], [5, 0.4], [10, 0.1]]",3,0.1,10,8.0,6.0,0.678755907047673,0.6818053201322622,0.6799661185892156
K0@80% -> K5@40% -> K25@10%,"[[0, 0.8], [5, 0.4], [25, 0.1]]",3,0.1,25,14.0,12.0,0.6573522240644034,0.7410120701410206,0.690554059459309
K0@80% -> K5@40% -> K50@10%,"[[0, 0.8], [5, 0.4], [50, 0.1]]",3,0.1,50,24.0,22.0,0.6589481243738308,0.7458627631164085,0.6934416796966073
K0@80% -> K5@50% -> K10@10%,"[[0, 0.8], [5, 0.5], [10, 0.1]]",3,0.1,10,9.0,6.5,0.678755907047673,0.6818053201322622,0.6799661185892156
K0@80% -> K5@50% -> K25@10%,"[[0, 0.8], [5, 0.5], [25, 0.1]]",3,0.1,25,16.5,14.0,0.6719343198361543,0.7285525262678499,0.6944042197757068
K0@80% -> K5@50% -> K50@10%,"[[0, 0.8], [5, 0.5], [50, 0.1]]",3,0.1,50,29.0,26.5,0.6621399249926854,0.7507134560917966,0.6972918400130049
K0@80% -> K5@60% -> K10@10%,"[[0, 0.8], [5, 0.6], [10, 0.1]]",3,0.1,10,10.0,7.0,0.678755907047673,0.6818053201322622,0.6799661185892156
K0@80% -> K5@60% -> K25@10%,"[[0, 0.8], [5, 0.6], [25, 0.1]]",3,0.1,25,19.0,16.0,0.6719343198361543,0.7285525262678499,0.6944042197757068
K0@80% -> K5@60% -> K50@10%,"[[0, 0.8], [5, 0.6], [50, 0.1]]",3,0.1,50,34.0,31.0,0.6653317256115401,0.7507134560917966,0.6992169201712037
K0@80% -> K50@10%,"[[0, 0.8], [50, 0.1]]",2,0.1,50,40.0,40.0,0.6701194265398221,0.7728743859157435,0.7108994830090286
K1@10%,"[[1, 0.1]]",1,0.1,1,1.0,1.0,0.5978659266417824,0.5242534648769407,0.5686515669082999
K1@20% -> K10@10%,"[[1, 0.2], [10, 0.1]]",2,0.1,10,3.0,2.8,0.6463999148853168,0.5931616008364751,0.6252713828278571
K1@20% -> K25@10%,"[[1, 0.2], [25, 0.1]]",2,0.1,25,6.0,5.800000000000001,0.625215224888952,0.6253567280458984,0.6252713828278571
K1@20% -> K5@10%,"[[1, 0.2], [5, 0.1]]",2,0.1,5,2.0,1.8,0.6416122139570348,0.5883109078610871,0.6204586824323601
K1@20% -> K50@10%,"[[1, 0.2], [50, 0.1]]",2,0.1,50,11.0,10.8,0.6821667006534324,0.6450923113821511,0.6674530975609233
K1@30% -> K10@10%,"[[1, 0.3], [10, 0.1]]",2,0.1,10,4.0,3.6999999999999997,0.673968206119391,0.6028629867872514,0.6457488882662087
K1@30% -> K10@20% -> K25@10%,"[[1, 0.3], [10, 0.2], [25, 0.1]]",3,0.1,25,9.0,6.699999999999999,0.6625779109664949,0.6572190438206214,0.6604511532299636
K1@30% -> K10@20% -> K50@10%,"[[1, 0.3], [10, 0.2], [50, 0.1]]",3,0.1,50,14.0,11.7,0.6869544015817145,0.6769546271568742,0.6829858207151459
K1@30% -> K25@10%,"[[1, 0.3], [25, 0.1]]",2,0.1,25,8.5,8.2,0.6641738112759222,0.6572190438206214,0.661413693309063
K1@30% -> K25@20% -> K50@10%,"[[1, 0.3], [25, 0.2], [50, 0.1]]",3,0.1,50,18.5,13.2,0.6771600067382456,0.6769546271568742,0.6770784983519175
K1@30% -> K5@10%,"[[1, 0.3], [5, 0.1]]",2,0.1,5,2.5,2.2,0.6545984094193583,0.5955869473241693,0.6311787051910854
K1@30% -> K5@20% -> K10@10%,"[[1, 0.3], [5, 0.2], [10, 0.1]]",3,0.1,10,4.5,3.2,0.673968206119391,0.6028629867872514,0.6457488882662087
K1@30% -> K5@20% -> K25@10%,"[[1, 0.3], [5, 0.2], [25, 0.1]]",3,0.1,25,7.5,6.2,0.6609820106570676,0.6201732236358101,0.6447863481871091
K1@30% -> K5@20% -> K50@10%,"[[1, 0.3], [5, 0.2], [50, 0.1]]",3,0.1,50,12.5,11.2,0.6853585012722871,0.6423341534597569,0.6682835557513909
K1@30% -> K50@10%,"[[1, 0.3], [50, 0.1]]",2,0.1,50,16.0,15.7,0.6771600067382456,0.6769546271568742,0.6770784983519175
K1@40% -> K10@10%,"[[1, 0.4], [10, 0.1]]",2,0.1,10,5.0,4.6,0.673968206119391,0.6052883332749455,0.646711428345308
K1@40% -> K10@20% -> K25@10%,"[[1, 0.4], [10, 0.2], [25, 0.1]]",3,0.1,25,10.0,7.6,0.6543794164324536,0.6596443903083155,0.656468911024934
K1@40% -> K10@20% -> K50@10%,"[[1, 0.4], [10, 0.2], [50, 0.1]]",3,0.1,50,15.0,12.6,0.6559753167418809,0.6793799736445683,0.6652638536254606
K1@40% -> K10@30% -> K25@10%,"[[1, 0.4], [10, 0.3], [25, 0.1]]",3,0.1,25,12.5,9.1,0.6559753167418809,0.6596443903083155,0.6574314511040334
K1@40% -> K10@30% -> K50@10%,"[[1, 0.4], [10, 0.3], [50, 0.1]]",3,0.1,50,20.0,16.6,0.6575712170513082,0.6793799736445683,0.66622639370456
K1@40% -> K25@10%,"[[1, 0.4], [25, 0.1]]",2,0.1,25,11.0,10.600000000000001,0.6689615122042043,0.6596443903083155,0.6652638536254606
K1@40% -> K25@20% -> K50@10%,"[[1, 0.4], [25, 0.2], [50, 0.1]]",3,0.1,50,21.0,15.600000000000001,0.6591671173607355,0.6793799736445683,0.6671889337836594
K1@40% -> K25@30% -> K50@10%,"[[1, 0.4], [25, 0.3], [50, 0.1]]",3,0.1,50,26.0,18.1,0.6591671173607355,0.6793799736445683,0.6671889337836594
K1@40% -> K5@10%,"[[1, 0.4], [5, 0.1]]",2,0.1,5,3.0,2.6,0.653002509109931,0.5955869473241693,0.6302161651119861
K1@40% -> K5@20% -> K10@10%,"[[1, 0.4], [5, 0.2], [10, 0.1]]",3,0.1,10,5.0,3.6,0.6723723058099637,0.6052883332749455,0.6457488882662087
K1@40% -> K5@20% -> K25@10%,"[[1, 0.4], [5, 0.2], [25, 0.1]]",3,0.1,25,8.0,6.6,0.6495917155041715,0.6225985701235042,0.6388790258238807
K1@40% -> K5@20% -> K50@10%,"[[1, 0.4], [5, 0.2], [50, 0.1]]",3,0.1,50,13.0,11.6,0.6739682061193911,0.6423341534597569,0.6614136933090629
K1@40% -> K5@30% -> K10@10%,"[[1, 0.4], [5, 0.3], [10, 0.1]]",3,0.1,10,6.0,4.1,0.673968206119391,0.6052883332749455,0.646711428345308
K1@40% -> K5@30% -> K25@10%,"[[1, 0.4], [5, 0.3], [25, 0.1]]",3,0.1,25,10.5,8.6,0.6559753167418809,0.6572190438206214,0.656468911024934
K1@40% -> K5@30% -> K50@10%,"[[1, 0.4], [5, 0.3], [50, 0.1]]",3,0.1,50,18.0,16.1,0.6575712170513082,0.6769546271568742,0.6652638536254606
K1@40% -> K50@10%,"[[1, 0.4], [50, 0.1]]",2,0.1,50,21.0,20.6,0.6591671173607355,0.6793799736445683,0.6671889337836594
K1@50% -> K10@10%,"[[1, 0.5], [10, 0.1]]",2,0.1,10,6.0,5.5,0.673968206119391,0.6077136797626395,0.6476739684244075
K1@50% -> K10@20% -> K25@10%,"[[1, 0.5], [10, 0.2], [25, 0.1]]",3,0.1,25,11.0,8.5,0.6543794164324536,0.6596443903083155,0.656468911024934
K1@50% -> K10@20% -> K50@10%,"[[1, 0.5], [10, 0.2], [50, 0.1]]",3,0.1,50,16.0,13.5,0.6559753167418809,0.6793799736445683,0.6652638536254606
K1@50% -> K10@30% -> K25@10%,"[[1, 0.5], [10, 0.3], [25, 0.1]]",3,0.1,25,13.5,10.0,0.6559753167418809,0.6620697367960094,0.6583939911831328
K1@50% -> K10@30% -> K50@10%,"[[1, 0.5], [10, 0.3], [50, 0.1]]",3,0.1,50,21.0,17.5,0.6575712170513082,0.6818053201322622,0.6671889337836594
K1@50% -> K10@40% -> K25@10%,"[[1, 0.5], [10, 0.4], [25, 0.1]]",3,0.1,25,16.0,11.5,0.6673656118947769,0.6620697367960094,0.6652638536254606
K1@50% -> K10@40% -> K50@10%,"[[1, 0.5], [10, 0.4], [50, 0.1]]",3,0.1,50,26.0,21.5,0.646180921898412,0.6818053201322622,0.6603190713413316
K1@50% -> K25@10%,"[[1, 0.5], [25, 0.1]]",2,0.1,25,13.5,13.0,0.6689615122042043,0.6620697367960094,0.66622639370456
K1@50% -> K25@20% -> K50@10%,"[[1, 0.5], [25, 0.2], [50, 0.1]]",3,0.1,50,23.5,18.0,0.6477768222078394,0.6818053201322622,0.6612816114204311
K1@50% -> K25@30% -> K50@10%,"[[1, 0.5], [25, 0.3], [50, 0.1]]",3,0.1,50,28.5,20.5,0.6477768222078394,0.6818053201322622,0.6612816114204311
K1@50% -> K25@40% -> K50@10%,"[[1, 0.5], [25, 0.4], [50, 0.1]]",3,0.1,50,33.5,23.0,0.6477768222078394,0.6818053201322622,0.6612816114204311
K1@50% -> K5@10%,"[[1, 0.5], [5, 0.1]]",2,0.1,5,3.5,3.0,0.653002509109931,0.5980122938118633,0.6311787051910854
K1@50% -> K5@20% -> K10@10%,"[[1, 0.5], [5, 0.2], [10, 0.1]]",3,0.1,10,5.5,4.0,0.6723723058099637,0.6077136797626395,0.646711428345308
K1@50% -> K5@20% -> K25@10%,"[[1, 0.5], [5, 0.2], [25, 0.1]]",3,0.1,25,8.5,7.0,0.6495917155041715,0.6250239166111983,0.6398415659029801
K1@50% -> K5@20% -> K50@10%,"[[1, 0.5], [5, 0.2], [50, 0.1]]",3,0.1,50,13.5,12.0,0.6511876158135989,0.6447594999474509,0.6486365085035067
K1@50% -> K5@30% -> K10@10%,"[[1, 0.5], [5, 0.3], [10, 0.1]]",3,0.1,10,6.5,4.5,0.673968206119391,0.6077136797626395,0.6476739684244075
K1@50% -> K5@30% -> K25@10%,"[[1, 0.5], [5, 0.3], [25, 0.1]]",3,0.1,25,11.0,9.0,0.6559753167418809,0.6596443903083155,0.6574314511040334
K1@50% -> K5@30% -> K50@10%,"[[1, 0.5], [5, 0.3], [50, 0.1]]",3,0.1,50,18.5,16.5,0.6575712170513082,0.6793799736445683,0.66622639370456
K1@50% -> K5@40% -> K10@10%,"[[1, 0.5], [5, 0.4], [10, 0.1]]",3,0.1,10,7.5,5.0,0.673968206119391,0.6077136797626395,0.6476739684244075
K1@50% -> K5@40% -> K25@10%,"[[1, 0.5], [5, 0.4], [25, 0.1]]",3,0.1,25,13.5,11.0,0.6559753167418809,0.6620697367960094,0.6583939911831328
K1@50% -> K5@40% -> K50@10%,"[[1, 0.5], [5, 0.4], [50, 0.1]]",3,0.1,50,23.5,21.0,0.646180921898412,0.6818053201322622,0.6603190713413316
K1@50% -> K50@10%,"[[1, 0.5], [50, 0.1]]",2,0.1,50,26.0,25.5,0.6477768222078394,0.6818053201322622,0.6612816114204311
K1@60% -> K10@10%,"[[1, 0.6], [10, 0.1]]",2,0.1,10,7.0,6.3999999999999995,0.673968206119391,0.6620697367960094,0.6692460958304902
K1@60% -> K10@20% -> K25@10%,"[[1, 0.6], [10, 0.2], [25, 0.1]]",3,0.1,25,12.0,9.399999999999999,0.6543794164324536,0.7164257938293797,0.6790035785101163
K1@60% -> K10@20% -> K50@10%,"[[1, 0.6], [10, 0.2], [50, 0.1]]",3,0.1,50,17.0,14.399999999999999,0.6559753167418809,0.7361613771656325,0.687798521110643
K1@60% -> K10@30% -> K25@10%,"[[1, 0.6], [10, 0.3], [25, 0.1]]",3,0.1,25,14.5,10.899999999999999,0.6575712170513082,0.7188511403170736,0.6818911987474144
